index	P(0)	P(1)	P(2)	Pw	Cd0(0)	Cd0(1)	Cd0(2)	N(0)	N(1)	N(2)	Cd(0)	Cd(1)	Cd(2)	Cd(3)
3021	-0.0370287	1.53288	0.0727531	1	1.09042	0.371268	0.173488	0.216655	-0.860066	0.461895	1.01398	0.333782	0.150497	1
3022	-0.0411709	1.53129	0.0714785	1	1.17225	0.404033	0.1961	-0.363414	-0.507068	0.781545	1.05345	0.349395	0.163325	1
3023	-0.0405356	1.53011	0.0709072	1	0.725099	0.200594	0.0656997	0.189244	-0.841872	0.505408	0.816635	0.241462	0.090112	1
3024	-0.0429183	1.52952	0.0689373	1	0.819344	0.238397	0.0914968	-0.466063	-0.440188	0.767476	0.876944	0.264641	0.109301	1
3025	-0.0421156	1.52905	0.0686402	1	0.604413	0.141147	0.0238397	0.230576	-0.683905	0.692176	0.673768	0.17204	0.0453521	1
3026	-0.0433603	1.52848	0.0679542	1	0.77759	0.219745	0.082632	-0.473577	-0.282969	0.834059	0.878237	0.262283	0.10973	1
3027	-0.0421423	1.52753	0.068647	1	0.738907	0.198024	0.0648587	-0.0215016	0.16721	0.985687	0.790434	0.222104	0.0820104	1
3028	-0.0168855	1.52702	0.0729377	1	0.796443	0.219879	0.0793948	0.000309134	-0.135005	0.990845	0.835743	0.249381	0.0972982	1
3029	-0.018418	1.52592	0.0731357	1	0.732647	0.193651	0.060679	-0.174416	0.471742	0.864314	0.758216	0.211535	0.0737872	1
3030	-0.0465237	1.52893	0.066139	1	1.21748	0.419096	0.220287	-0.513937	-0.280128	0.8108	1.17429	0.399338	0.201613	1
3031	-0.045395	1.52643	0.0663098	1	1.35949	0.488118	0.260679	-0.574301	0.0364557	0.817832	1.25992	0.444038	0.234771	1
3032	-0.0383262	1.52495	0.0724303	1	0.757416	0.209772	0.0763991	-0.119889	0.735458	0.66688	0.916909	0.283411	0.128558	1
3033	-0.0408143	1.52132	0.0712904	1	1.56366	0.582739	0.345876	-0.571518	0.145673	0.807556	1.39643	0.51813	0.295381	1
3034	-0.0354567	1.52382	0.0745068	1	1.04059	0.345345	0.171311	-0.220485	0.691491	0.687915	0.994918	0.326847	0.162664	1
3035	-0.0370773	1.52006	0.0736822	1	1.56688	0.614471	0.388196	-0.479797	0.0411131	0.876416	1.46515	0.565887	0.339122	1
3036	-0.0322545	1.52351	0.0765773	1	0.823387	0.244439	0.100828	-0.243815	0.624045	0.742375	0.971703	0.3197	0.157197	1
3037	-0.0326434	1.51978	0.0756326	1	1.4817	0.585969	0.354041	-0.313107	-0.0554945	0.948095	1.41227	0.548899	0.329671	1
3038	-0.0287043	1.52379	0.0772106	1	0.918505	0.293491	0.138495	-0.115882	0.605511	0.787355	0.898898	0.280929	0.127036	1
3039	-0.0281962	1.5203	0.076568	1	1.33392	0.496762	0.281621	-0.0498686	-0.0695965	0.996328	1.27568	0.476137	0.274243	1
3040	-0.0250465	1.52453	0.0767293	1	0.756024	0.207152	0.0736779	0.00246456	0.659474	0.751723	0.809825	0.23164	0.089525	1
3041	-0.0239521	1.52143	0.0762209	1	1.12423	0.379711	0.196612	0.177738	0.0473605	0.982937	1.11311	0.384643	0.203608	1
3042	-0.0216679	1.52568	0.0751578	1	0.748333	0.204221	0.068293	0.145167	0.743625	0.652647	0.760607	0.208219	0.0715351	1
3043	-0.0202265	1.52286	0.0748966	1	0.96552	0.306173	0.140869	0.235202	0.244585	0.940669	0.996386	0.325121	0.155693	1
3044	-0.0174457	1.52465	0.0736344	1	0.966225	0.333204	0.158089	0.039558	0.37787	0.925013	0.935977	0.299928	0.133247	1
3045	-0.0151653	1.52604	0.0730124	1	0.944374	0.313809	0.133187	-0.27659	0.146777	0.949713	0.912587	0.288926	0.122028	1
3046	-0.0451138	1.5316	0.0684981	1	1.13078	0.380429	0.185217	-0.507929	-0.432317	0.745057	1.13153	0.377838	0.184422	1
3047	-0.0157078	1.53133	0.0746939	1	0.830424	0.247759	0.0892486	-0.234082	-0.601228	0.764022	0.867114	0.262566	0.101954	1
3048	-0.0145123	1.52847	0.0733763	1	0.904898	0.277646	0.110853	-0.341321	-0.346682	0.873677	0.889377	0.274836	0.111325	1
3049	-0.0182741	1.53338	0.0760664	1	0.890224	0.273958	0.106723	-0.184769	-0.642962	0.743277	0.864329	0.261832	0.099246	1
3050	-0.0214753	1.53569	0.0775054	1	0.882975	0.272697	0.104351	-0.140658	-0.647845	0.748674	0.903577	0.280841	0.110664	1
3051	-0.0252162	1.53702	0.0780481	1	0.95376	0.3062	0.126706	-0.103797	-0.638953	0.762211	1.00016	0.326137	0.141268	1
3052	-0.0298273	1.53741	0.0780328	1	1.01985	0.338138	0.148754	-0.137617	-0.58995	0.795626	1.13	0.38607	0.182905	1
3053	-0.0343975	1.53696	0.0767046	1	1.19314	0.419536	0.205613	-0.263156	-0.504219	0.822503	1.25135	0.440373	0.220254	1
3054	-0.0385874	1.53566	0.0743605	1	1.2335	0.429182	0.212602	-0.366698	-0.428079	0.826003	1.29055	0.455862	0.231549	1
3055	-0.0423863	1.53363	0.0714832	1	1.20931	0.415744	0.206771	-0.462217	-0.415817	0.783232	1.21648	0.41912	0.209094	1
3056	-0.0127058	1.52568	0.0745901	1	0.966247	0.313107	0.135526	-0.638814	0.193573	0.744611	1.00185	0.331289	0.14602	1
3057	-0.0127296	1.52909	0.0756613	1	0.979511	0.3172	0.138236	-0.697903	-0.375896	0.609618	0.970908	0.312189	0.132124	1
3058	-0.0155371	1.5227	0.07489	1	1.06128	0.362058	0.17608	-0.314262	0.480339	0.818849	1.07509	0.36956	0.176961	1
3059	-0.018623	1.52025	0.0756476	1	1.21273	0.434121	0.234595	-0.0780122	0.3933	0.916095	1.18312	0.425735	0.226022	1
3060	-0.022831	1.51808	0.0764636	1	1.30579	0.479541	0.280136	0.000460607	0.25463	0.967038	1.32584	0.505452	0.29326	1
3061	-0.0280132	1.51644	0.0766885	1	1.52509	0.63627	0.39801	-0.116116	0.17119	0.978372	1.5026	0.608117	0.374356	1
3062	-0.0331659	1.51568	0.0756102	1	1.69291	0.71898	0.459007	-0.291109	0.172893	0.940938	1.65349	0.687247	0.433011	1
3063	-0.0384196	1.5162	0.0734003	1	1.67568	0.686868	0.420355	-0.426362	0.204611	0.881107	1.71537	0.705293	0.438176	1
3064	-0.0429869	1.51808	0.0703981	1	1.62916	0.656099	0.380351	-0.541375	0.229821	0.808762	1.67537	0.667302	0.396142	1
3065	-0.0483379	1.52435	0.0645325	1	1.58679	0.60666	0.337947	-0.59219	0.108181	0.798503	1.57585	0.6063	0.341711	1
3066	-0.048805	1.52887	0.0645677	1	1.5021	0.555632	0.302308	-0.585869	-0.221302	0.779604	1.48091	0.549825	0.298296	1
3067	-0.0468059	1.53268	0.0681345	1	1.32149	0.464249	0.238514	-0.542047	-0.398041	0.7401	1.36584	0.482563	0.24836	1
3068	-0.0437172	1.53541	0.0718878	1	1.38566	0.49301	0.255346	-0.494456	-0.395983	0.773764	1.37565	0.487671	0.248519	1
3069	-0.039739	1.53773	0.0751818	1	1.33912	0.473145	0.241095	-0.417906	-0.410841	0.810287	1.38377	0.495935	0.252801	1
3070	-0.0349629	1.53918	0.0782009	1	1.23494	0.424651	0.21013	-0.328705	-0.4786	0.814184	1.32209	0.470998	0.23641	1
3071	-0.0299541	1.53939	0.0800536	1	1.10763	0.371236	0.178389	-0.212325	-0.580158	0.786342	1.21639	0.423136	0.204133	1
3072	-0.0251189	1.53869	0.0803542	1	1.09742	0.363672	0.166354	-0.167516	-0.677997	0.715722	1.10776	0.370839	0.167742	1
3073	-0.0206869	1.53696	0.0795553	1	1.00662	0.325479	0.140635	-0.257837	-0.71685	0.647801	1.02111	0.32943	0.139425	1
3074	-0.0171644	1.53427	0.0783157	1	1.00732	0.33007	0.142162	-0.394214	-0.713022	0.579824	0.980435	0.311528	0.128143	1
3075	-0.0145953	1.53171	0.0771107	1	0.95684	0.297456	0.12228	-0.530377	-0.657324	0.535374	0.968197	0.30774	0.127736	1
3076	-0.0508441	1.53195	0.0643416	1	1.53175	0.566659	0.302672	-0.65718	-0.276538	0.701171	1.55248	0.576504	0.309819	1
3077	-0.0495124	1.5353	0.0670087	1	1.50168	0.542027	0.279966	-0.662599	-0.267769	0.699473	1.51575	0.54964	0.285163	1
3078	-0.0512874	1.52107	0.0629742	1	1.67696	0.665699	0.368961	-0.663142	0.19401	0.722913	1.72674	0.699136	0.406844	1
3079	-0.0522808	1.52634	0.0611198	1	1.68925	0.680896	0.399521	-0.714057	-0.0365108	0.699135	1.67536	0.671661	0.38591	1
3080	-0.0528575	1.53166	0.0620219	1	1.6483	0.640965	0.356538	-0.757177	-0.179504	0.628061	1.64406	0.639157	0.35707	1
3081	-0.045743	1.51389	0.0703359	1	1.72526	0.702403	0.426305	-0.54935	0.304402	0.778173	1.76913	0.722645	0.433311	1
3082	-0.0401975	1.51188	0.0743055	1	1.7245	0.720886	0.453457	-0.405056	0.31273	0.859145	1.77386	0.738787	0.459049	1
3083	-0.0337483	1.51137	0.0769205	1	1.67122	0.700748	0.445855	-0.274915	0.294111	0.91538	1.70583	0.719032	0.453192	1
3084	-0.0274212	1.51248	0.0779132	1	1.51392	0.621177	0.379691	-0.160755	0.308476	0.93755	1.57104	0.654353	0.404916	1
3085	-0.0463445	1.53862	0.0710576	1	1.57672	0.592249	0.314124	-0.622096	-0.231624	0.747895	1.54097	0.566697	0.292264	1
3086	-0.0415712	1.5414	0.0754108	1	1.63159	0.621383	0.325916	-0.546313	-0.236595	0.803471	1.57087	0.59227	0.309888	1
3087	-0.0360496	1.54289	0.0791988	1	1.60737	0.614831	0.326158	-0.443429	-0.29862	0.845102	1.55277	0.59159	0.311896	1
3088	-0.0302525	1.54289	0.0816519	1	1.61939	0.626797	0.33194	-0.313024	-0.407178	0.858034	1.4836	0.559558	0.291525	1
3089	-0.0244211	1.54143	0.0824684	1	1.39742	0.513843	0.257783	-0.230418	-0.550127	0.802663	1.36915	0.499068	0.250268	1
3090	-0.0192694	1.53895	0.0818115	1	1.22656	0.425269	0.201981	-0.287812	-0.636968	0.715148	1.25057	0.438055	0.208524	1
3091	-0.0150223	1.53565	0.0808038	1	1.17257	0.407574	0.188746	-0.438181	-0.631093	0.640093	1.17316	0.402594	0.184791	1
3092	-0.012191	1.53233	0.0797523	1	1.1696	0.402388	0.186445	-0.598517	-0.561915	0.570989	1.12352	0.383179	0.173524	1
3093	-0.0106952	1.52914	0.0784532	1	1.08978	0.370494	0.168841	-0.788797	-0.311686	0.529766	1.07838	0.362695	0.159645	1
3094	-0.0107153	1.52511	0.0776692	1	1.08221	0.37258	0.167247	-0.809433	0.152712	0.567007	1.09945	0.37646	0.168601	1
3095	-0.0130957	1.52091	0.0777129	1	1.20859	0.430203	0.199748	-0.591279	0.427208	0.684019	1.18599	0.42494	0.206232	1
3096	-0.0169385	1.5172	0.0776226	1	1.31133	0.509574	0.278357	-0.334473	0.435794	0.83559	1.3007	0.494963	0.268477	1
3097	-0.0215163	1.51436	0.0779027	1	1.40016	0.563278	0.328297	-0.150589	0.372744	0.915634	1.42639	0.571869	0.336758	1
3098	-0.00891922	1.53172	0.0831912	1	1.3127	0.495025	0.248266	-0.68986	-0.305571	0.656292	1.32824	0.496372	0.252349	1
3099	-0.00921951	1.52856	0.0811615	1	1.20319	0.426339	0.203607	-0.854266	-0.201333	0.479265	1.18546	0.417417	0.193584	1
3100	-0.00898786	1.52503	0.0812892	1	1.20326	0.421509	0.196408	-0.866933	0.0863119	0.490895	1.20929	0.429599	0.200892	1
3101	-0.0101547	1.51901	0.0821054	1	1.30725	0.476085	0.228817	-0.75931	0.3124	0.570837	1.29107	0.472941	0.233555	1
3102	-0.0150347	1.51419	0.0799547	1	1.37941	0.543368	0.303295	-0.479639	0.381331	0.790274	1.37756	0.53501	0.291189	1
3103	-0.0522512	1.5374	0.064732	1	1.5954	0.59172	0.315123	-0.779135	-0.147543	0.609245	1.60697	0.604069	0.322538	1
3104	-0.0489585	1.5424	0.0694643	1	1.69402	0.6548	0.341634	-0.723708	-0.086967	0.684604	1.63702	0.626217	0.333121	1
3105	-0.0434111	1.54568	0.0748826	1	1.68584	0.662618	0.355188	-0.64209	-0.0775166	0.7627	1.69798	0.676302	0.371996	1
3106	-0.0371974	1.54753	0.0798626	1	1.74224	0.709349	0.395383	-0.530971	-0.120834	0.83873	1.73236	0.707115	0.398983	1
3107	-0.0304699	1.54717	0.0834072	1	1.72353	0.692376	0.38377	-0.386441	-0.221073	0.895427	1.71185	0.698848	0.396328	1
3108	-0.0235183	1.54473	0.0850483	1	1.64487	0.647072	0.351365	-0.288494	-0.382826	0.877619	1.62335	0.64534	0.35873	1
3109	-0.0173094	1.54134	0.0849503	1	1.48827	0.561719	0.293946	-0.303338	-0.504062	0.808646	1.50635	0.579026	0.310267	1
3110	-0.0124179	1.53719	0.0844328	1	1.36968	0.499853	0.248339	-0.427465	-0.506446	0.748856	1.41258	0.532841	0.276644	1
3111	-0.0204972	1.51092	0.0795595	1	1.4484	0.583965	0.340568	-0.233687	0.348902	0.907556	1.4789	0.6018	0.351887	1
3112	-0.0266309	1.50843	0.0793938	1	1.57954	0.649989	0.387262	-0.187678	0.262147	0.946602	1.59638	0.664334	0.405528	1
3113	-0.0345825	1.50654	0.0781125	1	1.72908	0.707222	0.428362	-0.28589	0.196364	0.937927	1.72606	0.717381	0.446567	1
3114	-0.042597	1.50662	0.0751102	1	1.82763	0.757573	0.467876	-0.455615	0.192753	0.869058	1.80462	0.740029	0.457358	1
3115	-0.0494228	1.50835	0.0701097	1	1.81179	0.724416	0.436257	-0.65174	0.214246	0.727553	1.82019	0.741716	0.449476	1
3116	-0.0550702	1.51678	0.0601704	1	1.81414	0.765754	0.465006	-0.767129	0.191018	0.612393	1.80829	0.75046	0.450841	1
3117	-0.0552199	1.52375	0.0578062	1	1.79131	0.762137	0.453968	-0.814815	0.0692391	0.575571	1.77741	0.749235	0.450413	1
3118	-0.0553066	1.53186	0.0579932	1	1.74195	0.719924	0.43668	-0.864748	-0.0565732	0.499009	1.7148	0.700871	0.410835	1
3119	-0.0547184	1.54052	0.0612117	1	1.61786	0.606422	0.321765	-0.881124	-0.0352314	0.471572	1.6518	0.646487	0.361899	1
3120	-0.0515696	1.54709	0.0662785	1	1.56199	0.612215	0.334314	-0.816066	0.0646312	0.574334	1.66461	0.661391	0.370344	1
3121	-0.0454245	1.5509	0.0728925	1	1.73157	0.734778	0.443841	-0.711604	0.118314	0.692547	1.73408	0.722951	0.422072	1
3122	-0.0381441	1.55256	0.079162	1	1.7464	0.744732	0.448528	-0.576758	0.130814	0.806373	1.79405	0.77122	0.463839	1
3123	-0.0301334	1.55203	0.0837584	1	1.80172	0.81447	0.50722	-0.399737	0.0853441	0.912648	1.81503	0.787121	0.479497	1
3124	-0.0221284	1.54966	0.0865075	1	1.76747	0.751633	0.462079	-0.257076	-0.0415298	0.965498	1.77774	0.757771	0.456816	1
3125	-0.0146515	1.54564	0.0877741	1	1.73773	0.74145	0.45256	-0.198189	-0.182167	0.963087	1.71186	0.712909	0.418488	1
3126	-0.00776094	1.54077	0.087565	1	1.67154	0.682886	0.390212	-0.197506	-0.232718	0.952278	1.66483	0.686767	0.396634	1
3127	-0.00505924	1.53331	0.0863439	1	1.65888	0.692363	0.403908	-0.387386	-0.0888576	0.917626	1.60101	0.661795	0.383253	1
3128	-0.00699733	1.52598	0.084656	1	1.29465	0.477075	0.238927	-0.803068	0.0926529	0.588641	1.36107	0.513383	0.265107	1
3129	-0.00397437	1.52708	0.0875604	1	1.58898	0.648462	0.369604	-0.531972	0.235778	0.813274	1.58392	0.64832	0.37678	1
3130	-0.00696587	1.52035	0.0869021	1	1.35452	0.49794	0.2488	-0.810876	0.289665	0.508502	1.39313	0.520603	0.268348	1
3131	-0.00382565	1.52165	0.0905733	1	1.59751	0.622887	0.360908	-0.576606	0.439787	0.688559	1.5763	0.625025	0.355669	1
3132	-0.00708027	1.51512	0.0904855	1	1.37727	0.507041	0.252353	-0.836639	0.329736	0.43739	1.41892	0.526991	0.270774	1
3133	-0.00401727	1.51681	0.0942537	1	1.54445	0.593624	0.316868	-0.593058	0.515314	0.618655	1.57795	0.612845	0.337978	1
3134	-0.00988398	1.51342	0.085822	1	1.3468	0.502747	0.257922	-0.817225	0.280386	0.503514	1.34818	0.496778	0.251325	1
3135	-0.0139337	1.51037	0.0824142	1	1.44087	0.55291	0.305327	-0.615334	0.282103	0.736058	1.3953	0.535496	0.28865	1
3136	-0.0188871	1.50739	0.0811297	1	1.512	0.61723	0.352601	-0.345779	0.228675	0.910024	1.47151	0.587856	0.335489	1
3137	-0.025137	1.50396	0.0806727	1	1.63361	0.690053	0.432546	-0.222467	0.143855	0.964269	1.57876	0.642459	0.383018	1
3138	-0.0345558	1.49966	0.0788338	1	1.79498	0.742399	0.46883	-0.317575	0.0436978	0.947226	1.74234	0.706171	0.436693	1
3139	-0.0445866	1.49998	0.0746595	1	1.85207	0.730509	0.448032	-0.543203	-0.0203064	0.839356	1.83817	0.733435	0.455703	1
3140	-0.0521492	1.50119	0.068431	1	1.84866	0.717591	0.432498	-0.772897	-0.00387393	0.63452	1.85558	0.738127	0.452732	1
3141	-0.059159	1.51184	0.055345	1	1.84877	0.76485	0.464649	-0.885119	0.0509488	0.462568	1.84502	0.756905	0.461508	1
3142	-0.0591456	1.52154	0.0522493	1	1.85836	0.839728	0.525749	-0.886711	0.100077	0.451362	1.8254	0.782395	0.479969	1
3143	-0.0580445	1.53301	0.0521171	1	1.78038	0.750628	0.453663	-0.913966	0.0293214	0.40473	1.76352	0.74156	0.444237	1
3144	-0.0570455	1.54369	0.055148	1	1.679	0.669603	0.384561	-0.927378	0.0386177	0.372128	1.69834	0.685246	0.394466	1
3145	-0.053705	1.55219	0.0613153	1	1.73573	0.709705	0.409821	-0.869221	0.147897	0.471785	1.70115	0.69197	0.397499	1
3146	-0.0466925	1.55713	0.0695301	1	1.79873	0.79894	0.500191	-0.742987	0.22799	0.629278	1.75158	0.741356	0.439837	1
3147	-0.0384615	1.55863	0.0768798	1	1.79744	0.770023	0.470505	-0.585745	0.260742	0.767409	1.80123	0.78302	0.476883	1
3148	-0.0291553	1.55828	0.0825579	1	1.8475	0.814952	0.5084	-0.401815	0.243326	0.882801	1.83518	0.809676	0.502837	1
3149	-0.0198232	1.55617	0.0861236	1	1.80848	0.773756	0.466574	-0.227417	0.175798	0.957798	1.83422	0.80576	0.49923	1
3150	-0.00995929	1.55305	0.0880909	1	1.80715	0.781328	0.462993	-0.102346	0.0954623	0.990158	1.81207	0.784322	0.47455	1
3151	-0.00563314	1.54695	0.088872	1	1.78144	0.757582	0.448307	-0.0696476	-0.0419916	0.996688	1.76929	0.749394	0.443177	1
3152	-0.00414311	1.50905	0.1012	1	1.64426	0.645563	0.361507	-0.584176	0.582321	0.565367	1.60322	0.627699	0.344195	1
3153	-0.00710315	1.50656	0.0976263	1	1.44153	0.538901	0.281306	-0.870522	0.348137	0.34784	1.44346	0.542553	0.283839	1
3154	-0.00966757	1.50534	0.0909756	1	1.34088	0.494365	0.253825	-0.881532	0.24269	0.404972	1.33285	0.485127	0.245452	1
3155	-0.012497	1.50342	0.0864256	1	1.38108	0.509408	0.26947	-0.77939	0.181017	0.599819	1.32506	0.486626	0.25046	1
3156	-0.0149461	1.50019	0.0840287	1	1.40075	0.537601	0.289336	-0.565785	0.105035	0.817836	1.36703	0.516623	0.27453	1
3157	-0.00920807	1.56429	0.0861274	1	1.84256	0.822482	0.508315	-0.112453	0.229174	0.966868	1.83887	0.808559	0.492152	1
3158	-0.0186106	1.56526	0.0843857	1	1.85486	0.839413	0.533799	-0.246827	0.248263	0.936719	1.83281	0.805975	0.496093	1
3159	-0.00397818	1.50648	0.104239	1	1.66137	0.673696	0.368866	-0.560087	0.607533	0.563211	1.66148	0.671815	0.37498	1
3160	-0.00622896	1.50531	0.101885	1	1.55758	0.617386	0.343963	-0.825281	0.426042	0.370675	1.54893	0.607378	0.330408	1
3161	-0.00416789	1.50383	0.106688	1	1.73521	0.723181	0.41534	-0.596319	0.463874	0.655152	1.73191	0.722515	0.417686	1
3162	-0.00674566	1.50328	0.102793	1	1.5736	0.618839	0.345783	-0.85547	0.34612	0.38519	1.5974	0.642324	0.361031	1
3163	-0.00831577	1.50271	0.0977476	1	1.40505	0.536152	0.290882	-0.902906	0.330068	0.275346	1.45055	0.556863	0.300344	1
3164	-0.0100594	1.50227	0.0921014	1	1.31324	0.476771	0.24045	-0.891993	0.328344	0.310708	1.32562	0.485723	0.249973	1
3165	-0.0122206	1.50087	0.0877575	1	1.23661	0.436008	0.212969	-0.896201	0.248538	0.367496	1.25969	0.448146	0.222092	1
3166	-0.0138202	1.49844	0.0852695	1	1.29457	0.466925	0.22814	-0.816251	0.140206	0.560425	1.26443	0.452707	0.224009	1
3167	-0.00468554	1.49992	0.107983	1	1.82654	0.779672	0.469683	-0.635161	0.112011	0.764215	1.81337	0.771957	0.463444	1
3168	-0.00712984	1.50058	0.10379	1	1.68235	0.695604	0.400688	-0.871891	0.166386	0.460566	1.70555	0.709557	0.417281	1
3169	-0.0100708	1.49926	0.0968961	1	1.50284	0.606313	0.336045	-0.905538	0.260471	0.334896	1.57057	0.633424	0.361765	1
3170	-0.0118573	1.49828	0.0930081	1	1.4058	0.535839	0.294122	-0.914972	0.273552	0.296639	1.43262	0.553453	0.303993	1
3171	-0.0135295	1.49699	0.0891061	1	1.22574	0.424834	0.209493	-0.95939	0.159602	0.23259	1.32309	0.48761	0.253472	1
3172	-0.0146677	1.4944	0.0845217	1	1.26832	0.462077	0.227214	-0.812792	0.104742	0.573061	1.31952	0.484654	0.248003	1
3173	-0.00365882	1.4953	0.107888	1	1.77534	0.749739	0.45662	-0.546519	-0.360348	0.755954	1.75002	0.732694	0.440257	1
3174	-0.00748543	1.49526	0.10354	1	1.71836	0.716718	0.435636	-0.804924	-0.226604	0.548405	1.69236	0.704381	0.419009	1
3175	-0.0106114	1.49445	0.0981021	1	1.71763	0.709565	0.414543	-0.877248	-0.147794	0.456721	1.61659	0.664146	0.388333	1
3176	-0.0121929	1.49304	0.0944637	1	1.61177	0.668745	0.402336	-0.882733	-0.214897	0.417853	1.51825	0.606379	0.345257	1
3177	-0.0130089	1.49094	0.0909352	1	1.45208	0.587041	0.329859	-0.865223	-0.322488	0.383915	1.42112	0.545101	0.296696	1
3178	-0.0124913	1.48703	0.0872075	1	1.40867	0.533663	0.286307	-0.760867	-0.0623983	0.645901	1.417	0.539885	0.28596	1
3179	-0.0179776	1.4944	0.082734	1	1.40896	0.529107	0.276863	-0.37238	0.122871	0.919911	1.47459	0.576926	0.319213	1
3180	-0.014212	1.48376	0.0871497	1	1.56519	0.63909	0.353061	-0.530215	0.265199	0.805321	1.58368	0.645053	0.35332	1
3181	-0.0239797	1.49061	0.0818174	1	1.62147	0.640249	0.368346	-0.312466	0.0924751	0.945417	1.66508	0.672662	0.395974	1
3182	-0.0184686	1.48149	0.0854119	1	1.69559	0.70158	0.404042	-0.480175	0.184481	0.857554	1.71202	0.715791	0.406919	1
3183	-0.0397008	1.49216	0.0766446	1	1.85533	0.738765	0.469766	-0.475194	-0.0922048	0.875037	1.82816	0.728732	0.458519	1
3184	-0.0290904	1.48632	0.0807077	1	1.78647	0.720926	0.441262	-0.391381	-0.00759618	0.920198	1.78328	0.725097	0.440828	1
3185	-0.0467039	1.49305	0.0719426	1	1.86613	0.728326	0.446586	-0.65424	-0.179499	0.734677	1.86557	0.728032	0.455958	1
3186	-0.0534791	1.49359	0.0641351	1	1.85515	0.732437	0.460425	-0.833682	-0.200005	0.514754	1.85886	0.716923	0.439261	1
3187	-0.0594068	1.4971	0.0519948	1	1.83489	0.698018	0.412568	-0.938203	-0.174405	0.298927	1.82876	0.719742	0.429607	1
3188	-0.0625461	1.50861	0.0470114	1	1.82197	0.733949	0.44422	-0.95737	-0.0352172	0.286711	1.83218	0.750979	0.451503	1
3189	-0.062568	1.52094	0.044687	1	1.83115	0.781766	0.484459	-0.950997	0.0721769	0.300656	1.82834	0.780361	0.470365	1
3190	-0.0609846	1.53442	0.0448478	1	1.77962	0.75483	0.439355	-0.948043	0.0477234	0.314544	1.78953	0.756817	0.445757	1
3191	-0.0591008	1.54723	0.0483082	1	1.70713	0.673984	0.384798	-0.941516	0.0479775	0.333535	1.74215	0.712975	0.406786	1
3192	-0.0282925	1.56617	0.0806311	1	1.82304	0.794354	0.488703	-0.423794	0.263528	0.866574	1.81274	0.787637	0.477205	1
3193	-0.0384301	1.56652	0.0740178	1	1.76341	0.73489	0.408091	-0.607403	0.250242	0.75395	1.782	0.758418	0.444499	1
3194	-0.0478155	1.56418	0.0657243	1	1.75493	0.719653	0.39938	-0.779251	0.204926	0.592261	1.75722	0.734284	0.421377	1
3195	-0.0553324	1.55741	0.055648	1	1.76169	0.717311	0.400699	-0.896152	0.130041	0.424265	1.73833	0.711463	0.402971	1
3196	-0.0226575	1.47877	0.0835472	1	1.73928	0.733104	0.429177	-0.484805	0.0542398	0.872939	1.79755	0.758142	0.442398	1
3197	-0.0031793	1.4915	0.104739	1	1.35573	0.507299	0.264755	-0.509106	-0.746812	0.427882	1.37933	0.526779	0.289134	1
3198	-0.00214019	1.48949	0.101878	1	1.26704	0.461964	0.244789	-0.588753	-0.76275	0.267549	1.19178	0.421275	0.21234	1
3199	-0.00712413	1.49319	0.102392	1	1.45864	0.579655	0.331118	-0.519422	-0.768241	0.374175	1.36763	0.529349	0.292345	1
3200	-0.00194667	1.48854	0.098587	1	1.13483	0.392005	0.189005	-0.558103	-0.760877	0.33104	1.13934	0.392706	0.191451	1
3201	-0.00255488	1.48676	0.0952118	1	1.29801	0.476462	0.248412	-0.457257	-0.451468	0.766219	1.22662	0.442925	0.224638	1
3202	-0.00335948	1.48363	0.094297	1	1.36942	0.534327	0.291737	-0.17064	-0.0191976	0.985147	1.38847	0.548682	0.295482	1
3203	-0.0098058	1.49249	0.0978781	1	1.37006	0.535647	0.300494	-0.461951	-0.782213	0.418024	1.34682	0.519991	0.284608	1
3204	-0.0106943	1.49142	0.0948971	1	1.40128	0.53214	0.27846	-0.369201	-0.796133	0.47944	1.32164	0.499386	0.267279	1
3205	-0.0108621	1.48992	0.0924449	1	1.40202	0.527898	0.274058	-0.384861	-0.682816	0.621002	1.30204	0.477305	0.247635	1
3206	-0.00961133	1.48627	0.0901545	1	1.31915	0.450295	0.222957	-0.586225	-0.160043	0.794183	1.34715	0.496945	0.255477	1
3207	-0.00711364	1.48561	0.0922212	1	1.37159	0.518854	0.271763	-0.566238	-0.0408774	0.823228	1.30788	0.480459	0.244816	1
3208	-0.00792014	1.48323	0.0923953	1	1.43091	0.560573	0.295153	-0.486792	0.218668	0.845706	1.49173	0.596337	0.318858	1
3209	-0.0106285	1.48321	0.0902657	1	1.50396	0.614192	0.338011	-0.597946	0.30765	0.740143	1.55813	0.629371	0.338266	1
3210	-0.00385044	1.49179	0.101698	1	0.909355	0.276425	0.110546	-0.625868	-0.759137	-0.178888	0.942043	0.297832	0.124804	1
3211	-0.0065407	1.4927	0.100629	1	0.924054	0.292162	0.117595	-0.0227484	-0.993981	-0.107163	0.943255	0.303386	0.129617	1
3212	-0.00850834	1.49217	0.0971939	1	0.883529	0.266826	0.0983847	0.305626	-0.945139	0.115351	0.945144	0.304686	0.130237	1
3213	-0.0088563	1.49157	0.094879	1	0.885847	0.262808	0.100581	0.415923	-0.849023	0.325833	0.95999	0.306667	0.130518	1
3214	-0.00892399	1.49053	0.0930664	1	0.979343	0.30496	0.130036	0.302279	-0.616364	0.727133	0.989306	0.313374	0.133773	1
