index	P(0)	P(1)	P(2)	Pw	Cd0(0)	Cd0(1)	Cd0(2)	N(0)	N(1)	N(2)	Cd(0)	Cd(1)	Cd(2)	Cd(3)
0	0.100284	1.25676	0.0907068	1	0.417885	0.295477	0.198069	0.610849	0.296419	0.734166	0.58	0.403061	0.33872	1
1	0.0946686	1.26431	0.091557	1	0.421796	0.297368	0.198069	0.478428	0.39146	0.786044	0.58	0.403061	0.33872	1
2	0.0861232	1.2687	0.0931694	1	0.44942	0.311044	0.198069	0.368878	0.452369	0.811967	0.58	0.403061	0.33872	1
3	0.0775122	1.2709	0.0957136	1	0.440262	0.301516	0.198069	0.271676	0.471408	0.839027	0.58	0.403061	0.33872	1
4	0.0692273	1.26838	0.0990876	1	0.462077	0.313511	0.198069	0.125058	0.475087	0.871006	0.58	0.403061	0.33872	1
5	0.0632604	1.26318	0.10224	1	0.462077	0.317979	0.198069	0.0226781	0.43949	0.897961	0.58	0.403061	0.33872	1
6	0.0591432	1.25703	0.104951	1	0.462077	0.301659	0.198069	-0.0244738	0.394388	0.918618	0.58	0.403061	0.33872	1
7	0.0569951	1.25081	0.107482	1	0.462077	0.292559	0.198069	-0.0192725	0.362049	0.93196	0.58	0.403061	0.33872	1
8	0.056085	1.24473	0.109871	1	0.44877	0.293685	0.198069	0.00507557	0.309574	0.950862	0.58	0.403061	0.33872	1
9	0.0575864	1.23804	0.111757	1	0.433983	0.293229	0.181076	0.0330173	0.199994	0.979241	0.58	0.403061	0.33872	1
10	0.0622661	1.23104	0.112389	1	0.445201	0.300544	0.187821	0.0813737	0.0601473	0.994867	0.58	0.403061	0.33872	1
11	0.0687663	1.22552	0.11147	1	0.462077	0.323613	0.214613	0.181791	-0.0907917	0.979137	0.58	0.403061	0.33872	1
12	0.0762972	1.22227	0.108751	1	0.487266	0.349727	0.246355	0.313252	-0.205735	0.927117	0.58	0.403061	0.33872	1
13	0.0840654	1.22162	0.105171	1	0.508881	0.365175	0.262251	0.424338	-0.23475	0.874545	0.58	0.403061	0.33872	1
14	0.0917799	1.22371	0.101303	1	0.520277	0.373963	0.270017	0.514078	-0.19935	0.834256	0.58	0.403061	0.33872	1
15	0.0985288	1.2289	0.0975712	1	0.46989	0.329496	0.23597	0.597221	-0.104093	0.795293	0.58	0.403061	0.33872	1
16	0.10296	1.23724	0.0941561	1	0.472932	0.343711	0.238022	0.667449	0.0553416	0.742596	0.58	0.403061	0.33872	1
17	0.103631	1.24764	0.0913892	1	0.445201	0.309469	0.198069	0.67358	0.20668	0.709629	0.58	0.403061	0.33872	1
18	0.0872839	1.24768	0.104507	1	0.417885	0.295477	0.198069	0.381397	0.328362	0.864126	0.58	0.403061	0.33872	1
19	0.0884063	1.24564	0.104733	1	0.445201	0.309469	0.198069	0.446834	0.256402	0.857087	0.58	0.403061	0.33872	1
20	0.088671	1.24339	0.105244	1	0.472932	0.343711	0.238022	0.419039	0.198177	0.886077	0.58	0.403061	0.33872	1
21	0.0880468	1.2412	0.105945	1	0.46989	0.329496	0.23597	0.449215	0.150813	0.880603	0.58	0.403061	0.33872	1
22	0.0867682	1.23943	0.106776	1	0.46989	0.329496	0.23597	0.44041	0.099807	0.892232	0.58	0.403061	0.33872	1
23	0.0848484	1.23826	0.107686	1	0.520277	0.373963	0.270017	0.398513	0.0668796	0.914721	0.58	0.403061	0.33872	1
24	0.0827602	1.23799	0.108567	1	0.487266	0.349727	0.246355	0.337813	0.0663843	0.938869	0.58	0.403061	0.33872	1
25	0.0805953	1.23857	0.109215	1	0.462077	0.323613	0.214613	0.263739	0.0968024	0.959724	0.58	0.403061	0.33872	1
26	0.0786786	1.23983	0.109508	1	0.462077	0.323613	0.214613	0.199373	0.133855	0.970739	0.58	0.403061	0.33872	1
27	0.0773348	1.24158	0.109513	1	0.462077	0.31431	0.205335	0.13231	0.148615	0.980004	0.58	0.403061	0.33872	1
28	0.0765527	1.24353	0.109282	1	0.44877	0.293685	0.198069	0.119072	0.197209	0.973104	0.58	0.403061	0.33872	1
29	0.0764835	1.24559	0.108826	1	0.462077	0.292559	0.198069	0.166208	0.243873	0.955458	0.58	0.403061	0.33872	1
30	0.0769646	1.24755	0.108175	1	0.462077	0.301659	0.198069	0.195481	0.286835	0.937824	0.58	0.403061	0.33872	1
31	0.0779584	1.24918	0.107377	1	0.462077	0.309469	0.198069	0.232196	0.323244	0.917387	0.58	0.403061	0.33872	1
32	0.0796651	1.25037	0.106521	1	0.462077	0.311597	0.198069	0.28884	0.352376	0.89017	0.58	0.403061	0.33872	1
33	0.0810361	1.2505	0.105703	1	0.44942	0.311044	0.198069	0.351833	0.364682	0.862102	0.58	0.403061	0.33872	1
34	0.0827249	1.24993	0.105032	1	0.44942	0.311044	0.198069	0.342127	0.361106	0.867498	0.58	0.403061	0.33872	1
35	0.0847521	1.24885	0.104608	1	0.421796	0.297368	0.198069	0.301321	0.341794	0.890158	0.58	0.403061	0.33872	1
36	0.0932235	1.25202	0.0985864	1	0.417885	0.295477	0.198069	0.538017	0.354757	0.764647	0.58	0.403061	0.33872	1
37	0.0953714	1.24693	0.0990869	1	0.445201	0.309469	0.198069	0.613666	0.249043	0.749261	0.58	0.403061	0.33872	1
38	0.0954093	1.24139	0.100389	1	0.472932	0.343711	0.238022	0.633707	0.106923	0.766148	0.58	0.403061	0.33872	1
39	0.0935978	1.23654	0.102171	1	0.46989	0.329496	0.23597	0.594182	-0.028223	0.803835	0.58	0.403061	0.33872	1
40	0.0900805	1.23298	0.104207	1	0.520277	0.373963	0.270017	0.520304	-0.117136	0.845909	0.58	0.403061	0.33872	1
41	0.0856414	1.23113	0.106381	1	0.520277	0.373963	0.270017	0.438596	-0.148067	0.886403	0.58	0.403061	0.33872	1
42	0.0808798	1.23103	0.10843	1	0.487266	0.349727	0.246355	0.337629	-0.1239	0.933089	0.58	0.403061	0.33872	1
43	0.0763074	1.23257	0.109865	1	0.462077	0.323613	0.214613	0.216611	-0.0355066	0.975612	0.58	0.403061	0.33872	1
44	0.0724009	1.23536	0.110359	1	0.462077	0.31431	0.205335	0.125144	0.0722247	0.989506	0.58	0.403061	0.33872	1
45	0.0695317	1.23898	0.110221	1	0.433983	0.293229	0.181076	0.0772864	0.15515	0.984863	0.58	0.403061	0.33872	1
46	0.068032	1.24306	0.109675	1	0.44877	0.293685	0.198069	0.0442003	0.229467	0.972312	0.58	0.403061	0.33872	1
47	0.0677441	1.24729	0.108693	1	0.462077	0.292559	0.198069	0.0233121	0.295279	0.955127	0.58	0.403061	0.33872	1
48	0.0687551	1.25162	0.107321	1	0.462077	0.301659	0.198069	0.0332431	0.35636	0.933757	0.58	0.403061	0.33872	1
49	0.0711731	1.25554	0.105539	1	0.462077	0.309469	0.198069	0.089723	0.418231	0.903899	0.58	0.403061	0.33872	1
50	0.0746479	1.25823	0.103549	1	0.462077	0.311597	0.198069	0.191935	0.46142	0.866171	0.58	0.403061	0.33872	1
51	0.0793694	1.25926	0.101607	1	0.44942	0.311044	0.198069	0.319918	0.463254	0.826467	0.58	0.403061	0.33872	1
52	0.0840689	1.25815	0.0999903	1	0.44942	0.311044	0.198069	0.370201	0.45184	0.81166	0.58	0.403061	0.33872	1
53	0.0896102	1.25613	0.0989182	1	0.421796	0.297368	0.198069	0.422419	0.424081	0.801073	0.58	0.403061	0.33872	1
54	0.0650943	1.49664	0.00460754	1	1.68323	0.71762	0.398612	0.897758	-0.199868	0.392534	1.66339	0.697999	0.385698	1
55	0.068919	1.49144	-0.00188422	1	1.47723	0.588737	0.325663	0.795155	-0.358596	0.489017	1.47487	0.584066	0.310785	1
56	0.0654384	1.48754	-0.00216363	1	1.33837	0.50561	0.256286	0.0796203	-0.84268	0.532496	1.31482	0.503266	0.257893	1
57	0.0633965	1.49185	0.00247448	1	1.6582	0.702164	0.398653	0.623833	-0.635769	0.454566	1.49347	0.606116	0.328354	1
58	0.0702383	1.48809	-0.00910468	1	1.30153	0.480782	0.239245	0.836639	-0.487574	0.249613	1.34621	0.506936	0.260318	1
59	0.0673231	1.4851	-0.00933763	1	0.940237	0.308051	0.121051	0.111397	-0.992682	-0.0466224	1.10349	0.388036	0.179549	1
60	0.0708504	1.50084	-0.00663207	1	1.6021	0.652679	0.349998	0.911267	0.328076	0.248915	1.60777	0.657684	0.355254	1
61	0.0716712	1.49436	-0.00820788	1	1.56806	0.622687	0.326191	0.939343	-0.0464072	0.339826	1.49956	0.586037	0.309264	1
62	0.0735978	1.49113	-0.0164662	1	1.44406	0.560272	0.308509	0.877317	-0.479245	-0.0252669	1.29417	0.468563	0.241277	1
63	0.0740383	1.49747	-0.0140945	1	1.41555	0.486641	0.236464	0.958121	-0.0221098	0.28551	1.41319	0.520576	0.269894	1
64	0.0745693	1.49552	-0.0220572	1	1.49192	0.571785	0.343113	0.890252	-0.351875	-0.289196	1.24363	0.439254	0.227806	1
65	0.0746007	1.50036	-0.0179218	1	1.37928	0.456933	0.216824	0.984003	0.100355	0.147195	1.29656	0.457599	0.234279	1
66	0.071286	1.48949	-0.0171089	1	1.00968	0.347269	0.160958	0.0887962	-0.84106	-0.533604	1.0241	0.344157	0.155145	1
67	0.0724291	1.49424	-0.0228304	1	0.872541	0.266688	0.099963	0.0234392	-0.640858	-0.767302	1.00059	0.330018	0.149095	1
68	0.0755178	1.50201	-0.0252581	1	1.19331	0.420429	0.205669	0.904806	-0.270601	-0.328789	1.19297	0.413361	0.207305	1
69	0.0745588	1.50344	-0.021805	1	1.13954	0.436216	0.240343	0.979566	0.011226	0.200808	1.20425	0.416266	0.20541	1
70	0.0769773	1.51083	-0.0304021	1	1.10306	0.34773	0.153364	0.92381	-0.371103	-0.0941152	1.27516	0.444267	0.219129	1
71	0.0758076	1.51155	-0.0284663	1	1.16796	0.369742	0.169049	0.948116	-0.218297	0.231132	1.31069	0.457178	0.22626	1
72	0.0727637	1.5017	-0.0266671	1	0.867197	0.256922	0.090166	-0.0096451	-0.488912	-0.87228	0.989821	0.321158	0.141814	1
73	0.0747456	1.51077	-0.0317827	1	1.18619	0.383523	0.176737	-0.00476299	-0.344399	-0.938811	1.03873	0.338566	0.14987	1
74	0.0801996	1.5185	-0.031998	1	1.55852	0.592637	0.315494	0.834632	-0.206511	-0.51063	1.26344	0.444911	0.21722	1
75	0.0780536	1.51928	-0.0336801	1	0.916743	0.288031	0.109953	0.0496201	0.0654941	-0.996619	1.04283	0.346644	0.153142	1
76	0.0812568	1.52461	-0.0294784	1	1.31393	0.475238	0.237259	0.971963	0.0290358	-0.233334	1.30741	0.463664	0.226323	1
77	0.0794283	1.52636	-0.0310699	1	0.762455	0.216706	0.0584338	0.1619	0.522155	-0.837343	1.00291	0.326712	0.135544	1
78	0.0815714	1.53059	-0.0230054	1	1.61873	0.585485	0.299089	0.978796	0.202548	0.0305376	1.31127	0.458826	0.220461	1
79	0.0795065	1.53313	-0.0236288	1	0.961836	0.294807	0.111267	0.265385	0.854909	-0.44576	1.01027	0.32362	0.128279	1
80	0.079374	1.53188	-0.0158237	1	1.527	0.562889	0.286135	0.930309	-0.138452	0.339641	1.29322	0.450149	0.211538	1
81	0.0777009	1.53463	-0.0152264	1	0.937457	0.287159	0.0992794	0.334821	0.937072	0.0989538	1.06282	0.351697	0.143325	1
82	0.0777505	1.5307	-0.0117282	1	1.34817	0.467739	0.214071	0.965563	-0.223994	0.132341	1.25445	0.444375	0.205716	1
83	0.0757809	1.5326	-0.00936309	1	1.07947	0.371686	0.155282	0.604027	0.649024	0.462513	1.20541	0.439149	0.20511	1
84	0.0632268	1.48842	-0.00257409	1	1.33837	0.50561	0.256286	0.358888	-0.893607	0.269566	1.28203	0.487991	0.245531	1
85	0.0622496	1.48861	-0.00886045	1	0.912689	0.286314	0.105043	0.362418	-0.891536	-0.271693	1.05251	0.366037	0.159883	1
86	0.0646517	1.49506	-0.017568	1	0.877642	0.266664	0.0927092	0.104892	-0.730446	-0.674868	0.956285	0.315653	0.129856	1
87	0.0670752	1.50205	-0.0235291	1	1.03199	0.379693	0.180969	0.314015	-0.574937	-0.755541	0.909192	0.289429	0.11417	1
88	0.0687779	1.51166	-0.0289148	1	0.907071	0.279061	0.106799	0.326052	-0.307762	-0.893853	0.91622	0.287934	0.114412	1
89	0.0707761	1.51856	-0.02886	1	1.22423	0.468534	0.252167	0.327158	0.072545	-0.942181	0.925028	0.2983	0.12115	1
90	0.0717675	1.52428	-0.0271984	1	0.930875	0.292321	0.106159	0.358902	0.446044	-0.819899	0.876095	0.274501	0.101638	1
91	0.0720478	1.52906	-0.0233796	1	0.862012	0.269624	0.0956169	0.692372	0.51176	-0.508648	0.962635	0.316019	0.121895	1
92	0.0725759	1.53265	-0.0177238	1	0.892541	0.288868	0.0946831	0.608748	0.783012	-0.127743	1.09634	0.387024	0.165849	1
93	0.0726751	1.53233	-0.00907916	1	1.31855	0.502739	0.243022	0.795218	0.534417	0.286405	1.3237	0.514857	0.258484	1
94	0.0766418	1.52511	-0.00706583	1	1.2197	0.460053	0.218432	0.973022	-0.220071	-0.0692625	1.36953	0.522636	0.261667	1
95	0.0751479	1.52563	-0.00461454	1	1.61809	0.680206	0.374348	0.814979	0.14277	0.561628	1.4337	0.576165	0.305556	1
96	0.0724549	1.52985	-0.00226999	1	1.64142	0.719894	0.438329	0.88282	0.161582	0.441045	1.56759	0.654531	0.363038	1
97	0.0752604	1.52149	-0.00722678	1	1.46246	0.567075	0.288851	0.96069	-0.264941	-0.0829485	1.52751	0.608885	0.320876	1
98	0.0743738	1.52269	-0.00463821	1	1.65817	0.696593	0.387592	0.845059	-0.181171	0.503044	1.61277	0.670001	0.370276	1
99	0.0739763	1.51803	-0.00748794	1	1.64587	0.656657	0.350247	0.932382	-0.360941	0.0196269	1.63105	0.662565	0.359834	1
100	0.0735425	1.51959	-0.00470769	1	1.69953	0.700981	0.39054	0.893413	-0.265165	0.362629	1.7087	0.712461	0.397972	1
101	0.0720334	1.51443	-0.00714001	1	1.71331	0.741775	0.440164	0.922852	-0.329616	-0.199243	1.59558	0.649118	0.354498	1
102	0.0719105	1.51524	-0.00470296	1	1.7322	0.723681	0.406333	0.950694	-0.187634	0.24693	1.7252	0.720741	0.404723	1
103	0.0723909	1.51254	-0.00651262	1	1.72558	0.711852	0.379756	0.975798	0.111094	-0.18835	1.74013	0.72389	0.400154	1
104	0.0715882	1.5131	-0.00378446	1	1.72369	0.722951	0.40118	0.954156	-0.0332768	0.297454	1.77002	0.740565	0.411761	1
105	0.0734548	1.52265	-0.00929121	1	1.29844	0.489191	0.241875	0.920992	-0.357613	-0.154553	1.39475	0.519614	0.256593	1
106	0.0734186	1.51989	-0.00934678	1	1.40162	0.522116	0.248848	0.889831	-0.139222	-0.434532	1.51855	0.588777	0.301384	1
107	0.0729305	1.51668	-0.00978191	1	1.57602	0.623145	0.328399	0.913899	-0.276089	-0.297597	1.58685	0.627942	0.329618	1
108	0.0720878	1.51755	-0.0127685	1	1.64304	0.647791	0.348782	0.954579	-0.171114	-0.243925	1.51557	0.584636	0.300071	1
109	0.0718075	1.51529	-0.0121754	1	1.58522	0.623082	0.316101	0.907612	-0.373535	-0.191604	1.51353	0.592939	0.308479	1
110	0.0709314	1.51556	-0.0159161	1	1.51474	0.584141	0.304212	0.90881	-0.376174	0.180439	1.30399	0.483362	0.235977	1
111	0.0704138	1.5134	-0.0151402	1	1.12062	0.384315	0.161913	0.875635	-0.480148	0.0521682	1.19394	0.434745	0.20527	1
112	0.0760593	1.52936	-0.0123623	1	1.30183	0.455804	0.215742	0.850201	-0.526369	-0.00970109	1.28979	0.455993	0.213109	1
113	0.0769707	1.53009	-0.0153262	1	1.08935	0.353351	0.146886	0.834847	-0.417604	0.35866	1.34019	0.475334	0.228021	1
114	0.0788468	1.52695	-0.0209028	1	1.37051	0.513969	0.257176	0.848309	-0.338049	0.407547	1.41409	0.509531	0.252979	1
115	0.0808898	1.52809	-0.0217534	1	1.27495	0.458596	0.242546	0.826287	-0.39594	0.400601	1.42232	0.511277	0.256142	1
116	0.072717	1.50319	-0.0124223	1	1.28585	0.477396	0.233957	0.635367	0.460113	0.620164	1.3657	0.507959	0.257563	1
117	0.0714472	1.50045	-0.00985154	1	1.37552	0.544015	0.288011	0.812804	0.47377	0.338955	1.48255	0.581201	0.304305	1
118	0.073369	1.50454	-0.0145741	1	1.1018	0.374939	0.173447	0.619988	0.694136	0.365772	1.15731	0.401149	0.191549	1
119	0.0725244	1.50549	-0.0183959	1	1.06959	0.381421	0.175936	0.51594	0.53509	0.668943	0.941883	0.302525	0.126602	1
120	0.0804093	1.52153	-0.0286366	1	1.50748	0.567003	0.292745	0.846565	-0.364161	0.388219	1.42354	0.512617	0.258409	1
121	0.0789812	1.52034	-0.0277597	1	1.51167	0.530589	0.250588	0.89797	-0.347713	0.269715	1.40071	0.498402	0.247006	1
122	0.0706026	1.52215	0.000995712	1	1.71826	0.739476	0.425154	0.898638	-0.0566055	0.435024	1.70247	0.721137	0.406226	1
123	0.0697617	1.51409	0.00105889	1	1.72958	0.719152	0.392836	0.935412	-0.116456	0.33383	1.7555	0.735727	0.4088	1
124	0.0725597	1.52032	-0.0127445	1	1.41994	0.515385	0.256078	0.875477	-0.477776	0.0726006	1.45911	0.549744	0.2782	1
125	0.0712765	1.51709	-0.0166838	1	1.44825	0.56832	0.294947	0.780965	-0.458498	0.424115	1.33668	0.491064	0.242321	1
126	0.0764001	1.52322	-0.0135207	1	1.64413	0.635695	0.33613	0.825574	-0.409138	0.388631	1.41204	0.519784	0.258346	1
127	0.0775665	1.52144	-0.0190854	1	1.22955	0.418922	0.19229	0.860687	-0.309361	0.404367	1.38483	0.503078	0.249611	1
128	0.0686053	1.51105	-0.0127566	1	0.950332	0.29938	0.116785	0.85967	-0.503894	-0.0840175	1.25351	0.470465	0.234315	1
129	0.0792434	1.51637	-0.0243867	1	1.35991	0.464239	0.221172	0.911916	-0.226463	0.342232	1.27155	0.444805	0.215093	1
130	0.0756217	1.51266	-0.0220372	1	0.99041	0.294052	0.118822	0.530526	-0.0885942	0.843026	1.03832	0.347305	0.151634	1
131	0.0694242	1.51077	-0.0193581	1	0.845972	0.284903	0.108331	0.789693	-0.13561	0.598327	0.89681	0.291857	0.114319	1
132	0.0719581	1.51156	-0.0205046	1	1.01012	0.36993	0.169405	0.633969	-0.329126	0.699828	1.02871	0.352193	0.152735	1
133	0.0732289	1.50957	-0.00737778	1	1.71455	0.703653	0.381159	0.885579	-0.0060903	-0.464448	1.73384	0.717387	0.390397	1
134	0.0717923	1.51009	-0.00455184	1	1.74489	0.715994	0.387551	0.920927	-0.0659043	0.384123	1.77434	0.739644	0.405235	1
135	0.0723223	1.50606	-0.00736856	1	1.70189	0.692743	0.363062	0.823317	-0.33633	-0.4572	1.70972	0.708028	0.382123	1
136	0.0711211	1.5069	-0.00441601	1	1.70773	0.70841	0.382269	0.899479	-0.243425	0.36288	1.76405	0.740224	0.403901	1
137	0.0702689	1.50272	-0.00624504	1	1.65981	0.690168	0.381552	0.922163	0.30938	-0.232163	1.62898	0.671033	0.36194	1
138	0.0700181	1.51034	-0.00753249	1	1.70693	0.699712	0.378471	0.624466	-0.111417	-0.773064	1.53132	0.61515	0.328031	1
139	0.0696359	1.50705	-0.00762326	1	1.70605	0.716039	0.389393	0.614934	-0.116995	-0.779852	1.5023	0.600846	0.316282	1
140	0.0691888	1.50311	-0.00716525	1	1.65981	0.690168	0.381552	0.804461	0.130202	-0.57956	1.45271	0.575447	0.301438	1
141	0.0688999	1.50126	-0.00980362	1	1.34971	0.503376	0.251533	0.662096	0.740958	0.112293	1.41725	0.550758	0.284901	1
142	0.067755	1.50442	-0.0127507	1	1.16321	0.421946	0.205926	0.830523	0.534041	0.158212	1.15667	0.417761	0.200258	1
143	0.0674184	1.50866	-0.0128625	1	0.935052	0.290993	0.11746	0.970152	-0.205336	-0.129003	1.19139	0.440128	0.213485	1
144	0.0690791	1.50485	-0.0173705	1	0.750658	0.19919	0.058325	0.567315	0.614391	0.54834	0.868845	0.275438	0.107028	1
145	0.0704853	1.5088	-0.0199299	1	0.725919	0.202618	0.0533689	0.294308	0.278721	0.914165	0.840143	0.258209	0.0941494	1
146	0.0173818	1.52852	0.0739436	1	0.790924	0.224803	0.0798772	0.0210378	-0.408456	0.912535	0.798192	0.231322	0.0854893	1
147	0.0196751	1.53135	0.0750272	1	0.753673	0.212849	0.0681936	0.00236103	-0.491624	0.870805	0.7865	0.227639	0.0804476	1
148	0.0205271	1.52981	0.0738617	1	0.616175	0.146561	0.0269631	0.447223	-0.727625	0.520147	0.673642	0.174449	0.0476877	1
149	0.0178407	1.52745	0.0729732	1	0.83974	0.256609	0.117499	0.63883	-0.393709	0.660977	0.706731	0.188693	0.0595478	1
150	0.0220404	1.53337	0.076332	1	0.905685	0.28534	0.115175	0.00590306	-0.490314	0.871526	0.842017	0.25527	0.0966207	1
151	0.0224958	1.53156	0.0754851	1	0.64809	0.15997	0.0379357	0.369134	-0.769812	0.520701	0.702376	0.188886	0.0549081	1
152	0.0253048	1.53505	0.076973	1	1.13545	0.392932	0.184339	0.0920103	-0.516231	0.851492	0.977206	0.319114	0.138625	1
153	0.0256576	1.53327	0.075713	1	0.670327	0.176389	0.0475325	0.274002	-0.841222	0.466121	0.818956	0.244204	0.0906269	1
154	0.029651	1.53591	0.0771965	1	1.22153	0.430164	0.214437	0.11588	-0.575661	0.809436	1.14785	0.397852	0.192005	1
155	0.0295547	1.53443	0.0756813	1	1.09058	0.373154	0.176319	0.0924767	-0.906123	0.412782	0.986704	0.32219	0.142424	1
156	0.0338151	1.53546	0.076245	1	1.2809	0.456822	0.230366	0.188655	-0.584923	0.788844	1.26368	0.449891	0.227436	1
157	0.0332602	1.53401	0.0747066	1	1.21291	0.424943	0.211177	-0.053385	-0.917068	0.395141	1.08042	0.364933	0.170892	1
158	0.0377809	1.53409	0.0740506	1	1.3656	0.492605	0.256332	0.235992	-0.528494	0.815477	1.23528	0.435128	0.218554	1
159	0.0370287	1.53288	0.0727531	1	1.09042	0.371268	0.173488	-0.216655	-0.860067	0.461894	1.01398	0.333782	0.150497	1
160	0.0411709	1.53129	0.0714785	1	1.17225	0.404033	0.1961	0.363411	-0.507067	0.781547	1.05345	0.349395	0.163326	1
161	0.0405356	1.53011	0.0709072	1	0.7251	0.200595	0.0656999	-0.189246	-0.841871	0.50541	0.816636	0.241462	0.0901122	1
162	0.0429183	1.52952	0.0689373	1	0.819349	0.238399	0.0914982	0.466058	-0.440182	0.767483	0.876946	0.264642	0.109301	1
163	0.0421156	1.52905	0.0686402	1	0.604414	0.141147	0.02384	-0.23058	-0.683894	0.692186	0.673769	0.17204	0.0453524	1
164	0.0433603	1.52848	0.0679542	1	0.77759	0.219745	0.082632	0.473578	-0.282967	0.834059	0.878238	0.262283	0.109731	1
165	0.0421423	1.52753	0.068647	1	0.738907	0.198024	0.0648587	0.0215035	0.167211	0.985687	0.790434	0.222105	0.0820106	1
166	0.0168855	1.52702	0.0729377	1	0.796443	0.219879	0.0793948	-0.000307337	-0.135012	0.990844	0.835744	0.249381	0.0972984	1
167	0.018418	1.52592	0.0731357	1	0.732647	0.193651	0.060679	0.17442	0.471736	0.864316	0.758217	0.211535	0.0737872	1
168	0.0465237	1.52893	0.066139	1	1.21748	0.419096	0.220287	0.513941	-0.280128	0.810798	1.17429	0.399338	0.201613	1
169	0.045395	1.52643	0.0663098	1	1.35949	0.488118	0.260679	0.574306	0.036455	0.817828	1.25992	0.444038	0.23477	1
170	0.0383262	1.52495	0.0724303	1	0.757416	0.209772	0.0763991	0.119889	0.735458	0.666879	0.91691	0.283412	0.128558	1
171	0.0408143	1.52132	0.0712904	1	1.56365	0.582736	0.345874	0.571521	0.145674	0.807554	1.39643	0.518129	0.295381	1
172	0.0354567	1.52382	0.0745068	1	1.0406	0.34535	0.171315	0.220487	0.691492	0.687913	0.99492	0.326848	0.162665	1
173	0.0370773	1.52006	0.0736822	1	1.56688	0.614471	0.388196	0.479797	0.0411129	0.876416	1.46515	0.565887	0.339123	1
174	0.0322545	1.52351	0.0765773	1	0.823387	0.244439	0.100828	0.243816	0.624047	0.742374	0.971704	0.319701	0.157198	1
175	0.0326434	1.51978	0.0756326	1	1.4817	0.585969	0.354041	0.313107	-0.0554941	0.948095	1.41227	0.548899	0.329671	1
176	0.0287043	1.52379	0.0772106	1	0.918505	0.293491	0.138495	0.115881	0.605513	0.787354	0.898898	0.280929	0.127036	1
177	0.0281962	1.5203	0.076568	1	1.33392	0.496762	0.281621	0.0498681	-0.0695956	0.996328	1.27568	0.476137	0.274243	1
178	0.0250465	1.52453	0.0767293	1	0.756024	0.207152	0.0736778	-0.00246479	0.659474	0.751724	0.809825	0.23164	0.0895249	1
179	0.0239521	1.52143	0.0762209	1	1.12423	0.379711	0.196612	-0.177739	0.047361	0.982937	1.11311	0.384643	0.203608	1
180	0.0216679	1.52568	0.0751578	1	0.748333	0.204221	0.068293	-0.145166	0.743625	0.652648	0.760607	0.208219	0.0715349	1
181	0.0202265	1.52286	0.0748966	1	0.965521	0.306173	0.140868	-0.235201	0.244586	0.940669	0.996386	0.325121	0.155693	1
182	0.0174457	1.52465	0.0736344	1	0.966225	0.333204	0.158089	-0.0395566	0.377869	0.925014	0.935977	0.299928	0.133247	1
183	0.0151653	1.52604	0.0730124	1	0.944376	0.31381	0.133187	0.276588	0.146775	0.949714	0.912587	0.288926	0.122028	1
184	0.0451138	1.5316	0.0684981	1	1.13078	0.380429	0.185217	0.507929	-0.432317	0.745057	1.13153	0.377838	0.184422	1
185	0.0157078	1.53133	0.0746939	1	0.830424	0.247759	0.0892486	0.234081	-0.601225	0.764025	0.867113	0.262566	0.101953	1
186	0.0145123	1.52847	0.0733763	1	0.904898	0.277646	0.110853	0.341317	-0.34668	0.873679	0.889377	0.274837	0.111325	1
187	0.0182741	1.53338	0.0760664	1	0.890222	0.273957	0.106723	0.184768	-0.642957	0.743281	0.864329	0.261832	0.0992458	1
188	0.0214753	1.53569	0.0775054	1	0.882975	0.272697	0.104351	0.140657	-0.647842	0.748676	0.903577	0.280841	0.110664	1
189	0.0252162	1.53702	0.0780481	1	0.95376	0.3062	0.126706	0.103797	-0.638955	0.762209	1.00016	0.326138	0.141268	1
190	0.0298273	1.53741	0.0780328	1	1.01985	0.338138	0.148754	0.137616	-0.589951	0.795625	1.13	0.38607	0.182905	1
191	0.0343975	1.53696	0.0767046	1	1.19314	0.419536	0.205613	0.263156	-0.504219	0.822504	1.25135	0.440373	0.220254	1
192	0.0385874	1.53566	0.0743605	1	1.2335	0.429182	0.212602	0.366699	-0.428081	0.826001	1.29055	0.455862	0.231549	1
193	0.0423863	1.53363	0.0714832	1	1.20931	0.415744	0.206771	0.462218	-0.415818	0.783231	1.21648	0.41912	0.209094	1
194	0.0127058	1.52568	0.0745901	1	0.966247	0.313107	0.135526	0.63881	0.193572	0.744616	1.00185	0.331289	0.14602	1
195	0.0127296	1.52909	0.0756613	1	0.979511	0.3172	0.138236	0.697899	-0.375895	0.609623	0.970908	0.312189	0.132124	1
196	0.0155371	1.5227	0.07489	1	1.06128	0.362058	0.17608	0.314259	0.480338	0.818851	1.07509	0.36956	0.17696	1
197	0.018623	1.52025	0.0756476	1	1.21272	0.43412	0.234594	0.0780111	0.393301	0.916094	1.18312	0.425735	0.226021	1
198	0.022831	1.51808	0.0764636	1	1.30579	0.479541	0.280136	-0.000460683	0.254632	0.967038	1.32584	0.505452	0.29326	1
199	0.0280132	1.51644	0.0766885	1	1.52509	0.63627	0.39801	0.116117	0.171192	0.978371	1.5026	0.608118	0.374356	1
200	0.0331659	1.51568	0.0756102	1	1.69291	0.71898	0.459007	0.291108	0.172894	0.940938	1.65349	0.687248	0.433011	1
