index	P(0)	P(1)	P(2)	Pw	N(0)	N(1)	N(2)	Cd(0)	Cd(1)	Cd(2)	Cd(3)
2008	0.0281307	1.7403	0.10302	1	-0.114285	-0.223164	0.968058	0.0689053	0.0561415	0.0506261	1
2009	0.0288153	1.74001	0.10302	1	-0.0777941	-0.238219	0.968091	0.011036	0.0097452	0.0109877	1
2010	0.0295359	1.73984	0.10302	1	-0.039371	-0.247402	0.968113	0.0141221	0.0120867	0.0138815	1
2011	0.0302747	1.73978	0.10302	1	0	-0.250475	0.968123	0.0146891	0.012959	0.0131374	1
2012	0.0310134	1.73984	0.10302	1	0.0393709	-0.247402	0.968113	0.0135672	0.0114473	0.0109797	1
2013	0.031734	1.74001	0.10302	1	0.077794	-0.238218	0.968091	0.0473557	0.0414817	0.0418875	1
2014	0.0324187	1.7403	0.10302	1	0.114285	-0.223164	0.968058	0.0291413	0.0250326	0.026222	1
2015	0.0330505	1.74069	0.10302	1	0.14794	-0.202623	0.968018	0.0787367	0.0672248	0.065909	1
2016	0.033614	1.74117	0.10302	1	0.177965	-0.177083	0.967972	0.182747	0.167127	0.16132	1
2017	0.0340953	1.74174	0.10302	1	0.203613	-0.147184	0.967925	0.33781	0.308099	0.299207	1
2018	0.0344825	1.74237	0.10302	1	0.22422	-0.11368	0.967885	0.365946	0.332849	0.323539	1
2019	0.0347661	1.74306	0.10302	1	0.239327	-0.0773783	0.967851	0.277611	0.242264	0.245021	1
2020	0.0349391	1.74378	0.10302	1	0.248535	-0.0391647	0.967831	0.11709	0.102483	0.102366	1
2021	0.0361414	1.74452	0.102685	1	0.312344	-8.73282e-07	0.949969	0.0778478	0.0681955	0.0752708	1
2022	0.0360692	1.74545	0.102685	1	0.308502	0.0486234	0.94998	0.0353837	0.0317922	0.0308253	1
2023	0.0358543	1.74635	0.102685	1	0.297072	0.0960445	0.950013	0.0290936	0.0256433	0.0247607	1
2024	0.035502	1.7472	0.102685	1	0.278332	0.141107	0.950063	0.0246654	0.0208454	0.0219205	1
2025	0.0350209	1.74799	0.102685	1	0.252739	0.182716	0.950125	0.0212244	0.0172645	0.0155677	1
2026	0.0344231	1.74869	0.102685	1	0.220923	0.219839	0.950191	0.0106233	0.00828386	0.0083674	1
2027	0.033723	1.74929	0.102685	1	0.18365	0.251533	0.950265	0.00798792	0.00603669	0.00702006	1
2028	0.0329381	1.74978	0.102685	1	0.14186	0.277046	0.950327	0.0035435	0.00340048	0.00340048	1
2029	0.0320876	1.75013	0.102685	1	0.0965812	0.295739	0.950374	0.00257991	0.00212469	0.00257991	1
2030	0.0311924	1.75035	0.102685	1	0.0489029	0.307138	0.950408	0.00279972	0.00215314	0.00273174	1
2031	0.0302747	1.75042	0.102685	1	4.68996e-08	0.310978	0.950417	0.00242822	0.00212469	0.00242822	1
2032	0.0293569	1.75035	0.102685	1	-0.0489028	0.307138	0.950408	0.00242822	0.00212469	0.00242822	1
2033	0.0284617	1.75013	0.102685	1	-0.0965812	0.295739	0.950374	0.00273174	0.00212469	0.00273174	1
2034	0.0276112	1.74978	0.102685	1	-0.14186	0.277046	0.950327	0.00249934	0.00235713	0.00249933	1
2035	0.0268263	1.74929	0.102685	1	-0.18365	0.251533	0.950265	0.00373216	0.00243212	0.00277154	1
2036	0.0261263	1.74869	0.102685	1	-0.220923	0.219839	0.950191	0.00341073	0.0023816	0.00294988	1
2037	0.0255284	1.74799	0.102685	1	-0.252739	0.182716	0.950125	0.00776045	0.00473933	0.00495604	1
2038	0.0250474	1.7472	0.102685	1	-0.278331	0.141106	0.950064	0.0190997	0.012329	0.0101854	1
2039	0.0246951	1.74635	0.102685	1	-0.297074	0.0960408	0.950012	0.0457889	0.0311339	0.0255847	1
2040	0.0244802	1.74545	0.102685	1	-0.308502	0.0486187	0.94998	0.134054	0.0960479	0.0841508	1
2041	0.0244079	1.74452	0.102685	1	-0.312344	1.16418e-06	0.949969	0.166088	0.119526	0.103268	1
2042	0.0244802	1.7436	0.102685	1	-0.308502	-0.0486237	0.94998	0.302333	0.239458	0.202989	1
2043	0.0246951	1.7427	0.102685	1	-0.297072	-0.0960452	0.950012	0.340299	0.273271	0.233278	1
2044	0.0250474	1.74185	0.102685	1	-0.278336	-0.141109	0.950062	0.36814	0.297812	0.255688	1
2045	0.0255284	1.74106	0.102685	1	-0.252739	-0.182716	0.950125	0.375554	0.290555	0.249048	1
2046	0.0261263	1.74036	0.102685	1	-0.220923	-0.21984	0.950191	0.373711	0.289573	0.248149	1
2047	0.0268263	1.73976	0.102685	1	-0.18365	-0.251533	0.950265	0.341289	0.257802	0.21516	1
2048	0.0276112	1.73927	0.102685	1	-0.14186	-0.277047	0.950327	0.323363	0.247471	0.210287	1
2049	0.0284617	1.73892	0.102685	1	-0.0965811	-0.295739	0.950374	0.298623	0.22954	0.195455	1
2050	0.0293569	1.7387	0.102685	1	-0.0489029	-0.307138	0.950408	0.23428	0.180574	0.149268	1
2051	0.0302747	1.73863	0.102685	1	-7.48019e-08	-0.310978	0.950417	0.245961	0.18495	0.163008	1
2052	0.0311924	1.7387	0.102685	1	0.0489028	-0.307138	0.950408	0.077406	0.0614348	0.0534943	1
2053	0.0320876	1.73892	0.102685	1	0.0965811	-0.295738	0.950374	0.142655	0.114099	0.0993154	1
2054	0.0329381	1.73927	0.102685	1	0.14186	-0.277046	0.950327	0.0656376	0.056245	0.0530189	1
2055	0.033723	1.73976	0.102685	1	0.18365	-0.251533	0.950265	0.0114059	0.0106659	0.0112832	1
2056	0.0344231	1.74036	0.102685	1	0.220932	-0.219831	0.950191	0.0110886	0.0104439	0.011067	1
2057	0.035021	1.74106	0.102685	1	0.252738	-0.18271	0.950127	0.0749048	0.0655596	0.0665242	1
2058	0.035502	1.74185	0.102685	1	0.278333	-0.141119	0.950061	0.135282	0.110845	0.122199	1
2059	0.0358543	1.7427	0.102685	1	0.297078	-0.0960428	0.950011	0.132247	0.109207	0.118441	1
2060	0.0360692	1.7436	0.102685	1	0.308502	-0.0486185	0.94998	0.113877	0.0991088	0.108135	1
2061	0.0372614	1.74452	0.102279	1	0.371863	5.78358e-07	0.928288	0.0151407	0.013244	0.0135678	1
2062	0.0371754	1.74562	0.102279	1	0.367293	0.0578839	0.928302	0.00796895	0.00740339	0.00788268	1
2063	0.0369195	1.74669	0.102279	1	0.353689	0.114352	0.928347	0.00760667	0.00704917	0.00732216	1
2064	0.0364999	1.74771	0.102279	1	0.331381	0.168013	0.928417	0.0074473	0.00639685	0.0074473	1
2065	0.0359271	1.74865	0.102279	1	0.300918	0.217559	0.928502	0.00476093	0.0045957	0.00470261	1
2066	0.0352151	1.74949	0.102279	1	0.263048	0.261748	0.928598	0.00296152	0.00282036	0.00292357	1
2067	0.0343814	1.75021	0.102279	1	0.218685	0.2995	0.928696	0.00273174	0.00231439	0.00273174	1
2068	0.0334466	1.75078	0.102279	1	0.16891	0.329886	0.928787	0.00273174	0.00224802	0.00273174	1
2069	0.0324337	1.7512	0.102279	1	0.114994	0.352149	0.928853	0.00256102	0.00212469	0.00202981	1
2070	0.0313676	1.75146	0.102279	1	0.0582145	0.365745	0.928893	0.00856335	0.00516814	0.00492302	1
2071	0.0302747	1.75155	0.102279	1	4.57224e-08	0.37031	0.928908	0.00460423	0.00307791	0.00344523	1
2072	0.0291817	1.75146	0.102279	1	-0.0582145	0.365745	0.928893	0.0137848	0.00708818	0.00522461	1
2073	0.0281156	1.7512	0.102279	1	-0.114994	0.352149	0.928853	0.0102569	0.00591421	0.0053888	1
2074	0.0271027	1.75078	0.102279	1	-0.168911	0.329886	0.928787	0.00874996	0.00502336	0.00430369	1
2075	0.0261679	1.75021	0.102279	1	-0.218685	0.2995	0.928696	0.0129522	0.00715952	0.00501721	1
2076	0.0253343	1.74949	0.102279	1	-0.263048	0.261747	0.928598	0.0180539	0.0100003	0.00658136	1
2077	0.0246222	1.74865	0.102279	1	-0.300918	0.217559	0.928502	0.0185536	0.00960898	0.00779437	1
2078	0.0240494	1.74771	0.102279	1	-0.331388	0.168017	0.928414	0.026018	0.0157865	0.0128372	1
2079	0.0236298	1.74669	0.102279	1	-0.35369	0.114351	0.928347	0.0438925	0.0282648	0.0230197	1
2080	0.0233739	1.74562	0.102279	1	-0.367291	0.0578843	0.928303	0.0819765	0.0552334	0.046602	1
2081	0.0232879	1.74452	0.102279	1	-0.371863	-2.87398e-07	0.928288	0.149054	0.104227	0.09018	1
2082	0.0233739	1.74343	0.102279	1	-0.367294	-0.0578845	0.928302	0.245309	0.182982	0.153723	1
2083	0.0236298	1.74235	0.102279	1	-0.353689	-0.114352	0.928347	0.338352	0.265359	0.22606	1
2084	0.0240494	1.74134	0.102279	1	-0.331381	-0.168013	0.928417	0.361058	0.282602	0.238174	1
2085	0.0246222	1.7404	0.102279	1	-0.300918	-0.217559	0.928502	0.347742	0.267478	0.223796	1
2086	0.0253343	1.73956	0.102279	1	-0.263048	-0.261748	0.928598	0.347974	0.262315	0.217089	1
2087	0.0261679	1.73884	0.102279	1	-0.218685	-0.299501	0.928696	0.342927	0.255006	0.209399	1
2088	0.0271027	1.73827	0.102279	1	-0.16891	-0.329886	0.928787	0.341914	0.262251	0.223228	1
2089	0.0281156	1.73785	0.102279	1	-0.114994	-0.352149	0.928853	0.339753	0.243122	0.195684	1
2090	0.0291817	1.73759	0.102279	1	-0.0582145	-0.365745	0.928893	0.30681	0.221401	0.175565	1
2091	0.0302747	1.7375	0.102279	1	6.76928e-08	-0.37031	0.928908	0.301153	0.221414	0.184827	1
2092	0.0313676	1.73759	0.102279	1	0.0582145	-0.365745	0.928893	0.314754	0.227991	0.188596	1
2093	0.0324337	1.73785	0.102279	1	0.114994	-0.352149	0.928853	0.318463	0.236881	0.202544	1
2094	0.0334466	1.73827	0.102279	1	0.16891	-0.329886	0.928787	0.242795	0.182386	0.153201	1
2095	0.0343814	1.73884	0.102279	1	0.218685	-0.2995	0.928696	0.194468	0.148297	0.127954	1
2096	0.0352151	1.73956	0.102279	1	0.263048	-0.261747	0.928598	0.023738	0.0190453	0.0203533	1
2097	0.0359271	1.7404	0.102279	1	0.300917	-0.217547	0.928505	0.0245955	0.0189877	0.019526	1
2098	0.0364999	1.74134	0.102279	1	0.331391	-0.168006	0.928415	0.0165808	0.0137846	0.0155124	1
2099	0.0369195	1.74236	0.102279	1	0.353687	-0.114353	0.928347	0.023732	0.019233	0.0218812	1
2100	0.0371754	1.74343	0.102279	1	0.367291	-0.057888	0.928303	0.016475	0.0144548	0.0152633	1
2101	0.0383528	1.74452	0.101803	1	0.429961	0	0.902847	0.112824	0.0832933	0.0717786	1
2102	0.0382533	1.74579	0.101803	1	0.424676	0.0669302	0.902868	0.119611	0.0884511	0.0809931	1
2103	0.0379574	1.74703	0.101803	1	0.408957	0.132216	0.902925	0.120232	0.0829025	0.0698802	1
2104	0.0374723	1.74821	0.101803	1	0.383179	0.194272	0.903013	0.0131982	0.00904506	0.00873877	1
2105	0.03681	1.7493	0.101803	1	0.347963	0.251573	0.903124	0.00562832	0.00399097	0.00406435	1
2106	0.0359867	1.75027	0.101803	1	0.304173	0.302677	0.903253	0.00569534	0.00394615	0.00346595	1
2107	0.0350229	1.75109	0.101803	1	0.252896	0.346348	0.903375	0.00514812	0.00361329	0.00359414	1
2108	0.033942	1.75176	0.101803	1	0.195345	0.381509	0.903488	0.00632274	0.00402211	0.00347069	1
2109	0.0327709	1.75225	0.101803	1	0.132971	0.407252	0.903584	0.023591	0.0121524	0.00942466	1
2110	0.0315384	1.75254	0.101803	1	0.0673248	0.422977	0.903636	0.0320036	0.0157957	0.0111368	1
2111	0.0302747	1.75264	0.101803	1	0	0.428246	0.903662	0.0245969	0.0128401	0.0100209	1
2112	0.029011	1.75254	0.101803	1	-0.0673247	0.422977	0.903636	0.041249	0.0204358	0.0152701	1
2113	0.0277784	1.75225	0.101803	1	-0.13297	0.407252	0.903584	0.0399271	0.0206705	0.0145926	1
2114	0.0266073	1.75176	0.101803	1	-0.195345	0.381509	0.903488	0.032621	0.0173713	0.0133808	1
2115	0.0255265	1.75109	0.101803	1	-0.252895	0.346348	0.903375	0.0302536	0.0170241	0.0129539	1
2116	0.0245626	1.75027	0.101803	1	-0.304173	0.302677	0.903253	0.0307871	0.0168594	0.0123746	1
2117	0.0237393	1.7493	0.101803	1	-0.347969	0.251566	0.903124	0.027857	0.0148705	0.011348	1
2118	0.023077	1.74821	0.101803	1	-0.383179	0.194267	0.903014	0.0265741	0.0145021	0.0111866	1
2119	0.0225919	1.74703	0.101803	1	-0.408955	0.132222	0.902925	0.0279505	0.0164849	0.0140246	1
2120	0.022296	1.74579	0.101803	1	-0.424677	0.0669303	0.902868	0.0468079	0.029161	0.0238726	1
2121	0.0221965	1.74452	0.101803	1	-0.429961	-5.78495e-07	0.902847	0.136891	0.0964448	0.0833831	1
2122	0.022296	1.74325	0.101803	1	-0.424677	-0.0669309	0.902867	0.209311	0.153789	0.12835	1
2123	0.0225919	1.74202	0.101803	1	-0.408957	-0.132216	0.902925	0.310886	0.238557	0.196007	1
2124	0.023077	1.74084	0.101803	1	-0.383179	-0.194272	0.903013	0.282156	0.178933	0.13384	1
2125	0.0237393	1.73975	0.101803	1	-0.347963	-0.251574	0.903124	0.302963	0.214814	0.175102	1
2126	0.0245626	1.73878	0.101803	1	-0.304164	-0.302667	0.903259	0.304043	0.211815	0.168324	1
2127	0.0255265	1.73796	0.101803	1	-0.252895	-0.346349	0.903375	0.300296	0.197607	0.155292	1
2128	0.0266073	1.73729	0.101803	1	-0.195338	-0.381494	0.903497	0.263187	0.159202	0.119638	1
2129	0.0277784	1.7368	0.101803	1	-0.132971	-0.407252	0.903584	0.239051	0.135886	0.0988187	1
2130	0.029011	1.73651	0.101803	1	-0.0673248	-0.422977	0.903636	0.189242	0.100191	0.0637776	1
2131	0.0302747	1.73641	0.101803	1	-3.68243e-08	-0.428246	0.903662	0.249017	0.150709	0.107807	1
2132	0.0315384	1.73651	0.101803	1	0.0673247	-0.422976	0.903636	0.250935	0.151602	0.108336	1
2133	0.0327709	1.7368	0.101803	1	0.13297	-0.407252	0.903584	0.280116	0.176193	0.145247	1
2134	0.0339421	1.73729	0.101803	1	0.195345	-0.381509	0.903488	0.3161	0.223434	0.188016	1
2135	0.0350229	1.73796	0.101803	1	0.252895	-0.346348	0.903375	0.326474	0.245358	0.207114	1
2136	0.0359868	1.73878	0.101803	1	0.304173	-0.302677	0.903253	0.319413	0.246947	0.205413	1
2137	0.03681	1.73975	0.101803	1	0.347969	-0.251565	0.903124	0.300658	0.216546	0.180669	1
2138	0.0374723	1.74084	0.101803	1	0.383173	-0.194264	0.903017	0.248181	0.179846	0.151242	1
2139	0.0379574	1.74202	0.101803	1	0.40895	-0.132221	0.902927	0.25666	0.202677	0.177932	1
2140	0.0382533	1.74325	0.101803	1	0.424679	-0.0669313	0.902866	0.23692	0.189755	0.162661	1
2141	0.0394109	1.74452	0.101259	1	0.486409	-8.72118e-07	0.873731	0.214546	0.155092	0.133494	1
2142	0.0392984	1.74596	0.101259	1	0.480435	0.07572	0.873755	0.182819	0.131587	0.116971	1
2143	0.0389638	1.74736	0.101259	1	0.462652	0.149586	0.873829	0.14128	0.0999143	0.0843911	1
2144	0.0384151	1.74869	0.101259	1	0.4335	0.219797	0.873938	0.0511119	0.0305454	0.0247328	1
2145	0.037666	1.74992	0.101259	1	0.393679	0.28462	0.874076	0.0254287	0.0138887	0.0114378	1
2146	0.036735	1.75102	0.101259	1	0.344144	0.342447	0.87424	0.0178418	0.00888294	0.00679585	1
2147	0.0356448	1.75195	0.101259	1	0.286124	0.391875	0.874395	0.0213133	0.010184	0.00732484	1
2148	0.0344224	1.75271	0.101259	1	0.221039	0.431667	0.874531	0.0350944	0.0175139	0.0120173	1
2149	0.0330979	1.75326	0.101259	1	0.150471	0.460814	0.874648	0.0423608	0.0219872	0.015487	1
2150	0.0317039	1.75359	0.101259	1	0.0761777	0.478601	0.874722	0.0418827	0.0218845	0.0154869	1
2151	0.0302747	1.75371	0.101259	1	4.63391e-08	0.484587	0.874743	0.0463932	0.0249987	0.0183439	1
2152	0.0288454	1.75359	0.101259	1	-0.0761776	0.478601	0.874722	0.0484007	0.0243192	0.0171889	1
2153	0.0274514	1.75326	0.101259	1	-0.150471	0.460814	0.874648	0.0512695	0.0262412	0.0185002	1
2154	0.0261269	1.75271	0.101259	1	-0.221039	0.431667	0.874531	0.0497628	0.0262538	0.0185002	1
2155	0.0249045	1.75195	0.101259	1	-0.286124	0.391875	0.874395	0.0386418	0.0201399	0.0135841	1
2156	0.0238144	1.75102	0.101259	1	-0.344144	0.342447	0.87424	0.0322462	0.017216	0.0119224	1
2157	0.0228833	1.74992	0.101259	1	-0.393679	0.28462	0.874076	0.0307	0.0159917	0.0116122	1
2158	0.0221342	1.74869	0.101259	1	-0.433493	0.219794	0.873942	0.0277809	0.0144438	0.0107308	1
2159	0.0215856	1.74736	0.101259	1	-0.462651	0.149586	0.873829	0.0240245	0.013203	0.00999982	1
2160	0.0212509	1.74596	0.101259	1	-0.480435	0.0757194	0.873755	0.023983	0.0132623	0.0111547	1
2161	0.0211384	1.74452	0.101259	1	-0.486409	-5.7864e-07	0.873731	0.0599179	0.0370533	0.0286497	1
2162	0.0212509	1.74309	0.101259	1	-0.480435	-0.0757205	0.873756	0.13442	0.0749069	0.0531834	1
2163	0.0215856	1.74169	0.101259	1	-0.462651	-0.149586	0.87383	0.186148	0.106277	0.0765608	1
2164	0.0221342	1.74036	0.101259	1	-0.4335	-0.219797	0.873937	0.197751	0.106919	0.0760201	1
2165	0.0228833	1.73913	0.101259	1	-0.393685	-0.284611	0.874076	0.15873	0.0780494	0.0499127	1
2166	0.0238144	1.73803	0.101259	1	-0.344144	-0.342452	0.874238	0.175156	0.0864364	0.0576668	1
2167	0.0249045	1.7371	0.101259	1	-0.286125	-0.391874	0.874395	0.168262	0.0822807	0.0544268	1
2168	0.0261269	1.73634	0.101259	1	-0.221039	-0.431672	0.874529	0.169844	0.0846782	0.0547224	1
2169	0.0274514	1.73579	0.101259	1	-0.150454	-0.460818	0.874648	0.170664	0.0876027	0.0555478	1
2170	0.0288454	1.73546	0.101259	1	-0.0761776	-0.478601	0.874722	0.172203	0.0870139	0.0563934	1
2171	0.0302747	1.73534	0.101259	1	2.97046e-08	-0.484587	0.874743	0.17589	0.0916941	0.0624632	1
2172	0.0317039	1.73546	0.101259	1	0.0761778	-0.4786	0.874722	0.187548	0.10155	0.0664772	1
2173	0.0330979	1.73579	0.101259	1	0.150471	-0.460813	0.874648	0.203597	0.116687	0.0748709	1
2174	0.0344224	1.73634	0.101259	1	0.221039	-0.431667	0.874532	0.226601	0.127286	0.0843315	1
2175	0.0356448	1.7371	0.101259	1	0.286124	-0.391875	0.874395	0.266628	0.167824	0.120364	1
2176	0.036735	1.73803	0.101259	1	0.344144	-0.342446	0.87424	0.339167	0.239464	0.198555	1
2177	0.0376661	1.73913	0.101259	1	0.393678	-0.28462	0.874076	0.340757	0.253642	0.214797	1
2178	0.0384151	1.74036	0.101259	1	0.433492	-0.219793	0.873942	0.362653	0.275828	0.235133	1
2179	0.0389638	1.74169	0.101259	1	0.462659	-0.149585	0.873826	0.376262	0.304987	0.262251	1
2180	0.0392984	1.74309	0.101259	1	0.480435	-0.0757137	0.873756	0.372867	0.301984	0.259502	1
2181	0.0404315	1.74452	0.10065	1	0.540976	5.77602e-07	0.841038	0.264324	0.202521	0.172361	1
2182	0.0403065	1.74612	0.10065	1	0.534335	0.0842111	0.841067	0.161649	0.114125	0.0973049	1
2183	0.0399344	1.74768	0.10065	1	0.514571	0.166371	0.841152	0.127818	0.0876825	0.0733066	1
2184	0.0393245	1.74916	0.10065	1	0.482159	0.244472	0.841282	0.0424803	0.0249255	0.0203831	1
2185	0.0384917	1.75052	0.10065	1	0.437874	0.316565	0.841459	0.0371235	0.0188005	0.0129999	1
2186	0.0374566	1.75174	0.10065	1	0.382805	0.380911	0.841646	0.0380657	0.0192893	0.012983	1
2187	0.0362447	1.75278	0.10065	1	0.318281	0.435928	0.841822	0.0427679	0.02175	0.0145848	1
2188	0.0348858	1.75362	0.10065	1	0.245879	0.480201	0.841992	0.0453043	0.0242451	0.0177176	1
2189	0.0334133	1.75423	0.10065	1	0.167392	0.512635	0.842132	0.0497066	0.0262361	0.018496	1
2190	0.0318635	1.75461	0.10065	1	0.0847441	0.532443	0.842213	0.0509704	0.0264606	0.0185002	1
2191	0.0302747	1.75473	0.10065	1	9.03258e-08	0.539102	0.84224	0.0528606	0.0273209	0.0185002	1
2192	0.0286858	1.75461	0.10065	1	-0.084744	0.532443	0.842213	0.0538533	0.0270003	0.0185002	1
2193	0.027136	1.75423	0.10065	1	-0.167392	0.512635	0.842132	0.0503169	0.026114	0.0182058	1
2194	0.0256635	1.75362	0.10065	1	-0.245879	0.480201	0.841992	0.0530632	0.0263762	0.0177493	1
2195	0.0243046	1.75278	0.10065	1	-0.318281	0.435928	0.841822	0.0523747	0.0263625	0.0178961	1
2196	0.0230927	1.75174	0.10065	1	-0.382805	0.380911	0.841646	0.0433002	0.0225729	0.0155295	1
2197	0.0220576	1.75052	0.10065	1	-0.437874	0.316565	0.841459	0.0341872	0.0175898	0.0122864	1
2198	0.0212248	1.74916	0.10065	1	-0.482159	0.244472	0.841282	0.030451	0.0158469	0.0110026	1
2199	0.0206149	1.74768	0.10065	1	-0.514572	0.166371	0.841152	0.0258799	0.0140244	0.0103634	1
2200	0.0202429	1.74612	0.10065	1	-0.534338	0.0842124	0.841066	0.0204667	0.011605	0.00858926	1
2201	0.0201178	1.74452	0.10065	1	-0.540976	-5.77602e-07	0.841038	0.0593803	0.0320022	0.0236572	1
2202	0.0202429	1.74293	0.10065	1	-0.534334	-0.084211	0.841068	0.120481	0.063088	0.0421596	1
2203	0.0206149	1.74137	0.10065	1	-0.514571	-0.166372	0.841152	0.166118	0.0905003	0.0639767	1
2204	0.0212248	1.73989	0.10065	1	-0.482159	-0.244473	0.841282	0.159236	0.0804203	0.0530275	1
2205	0.0220576	1.73853	0.10065	1	-0.437874	-0.316566	0.841459	0.14855	0.0710628	0.0454631	1
2206	0.0230927	1.73731	0.10065	1	-0.382815	-0.38092	0.841637	0.139663	0.0665039	0.0421857	1
2207	0.0243046	1.73627	0.10065	1	-0.318271	-0.435913	0.841833	0.140276	0.0662107	0.0434817	1
2208	0.0256636	1.73543	0.10065	1	-0.245887	-0.480216	0.841981	0.151814	0.072272	0.0461108	1
2209	0.027136	1.73482	0.10065	1	-0.167392	-0.512635	0.842131	0.160969	0.0812927	0.0512695	1
2210	0.0286858	1.73444	0.10065	1	-0.0847442	-0.532443	0.842213	0.167321	0.0816593	0.05351	1
2211	0.0302747	1.73432	0.10065	1	-4.51629e-08	-0.539102	0.84224	0.165685	0.0841329	0.0559038	1
2212	0.0318636	1.73444	0.10065	1	0.0847441	-0.532443	0.842213	0.170104	0.0866687	0.0561285	1
2213	0.0334133	1.73482	0.10065	1	0.167392	-0.512635	0.842132	0.170848	0.0861043	0.0558215	1
2214	0.0348858	1.73543	0.10065	1	0.245879	-0.4802	0.841992	0.172758	0.0895435	0.0569321	1
2215	0.0362447	1.73627	0.10065	1	0.318281	-0.435928	0.841822	0.197428	0.104517	0.0754396	1
2216	0.0374567	1.73731	0.10065	1	0.382815	-0.380922	0.841636	0.199242	0.104579	0.0723167	1
2217	0.0384917	1.73853	0.10065	1	0.437873	-0.316565	0.841459	0.287368	0.19943	0.154729	1
2218	0.0393245	1.73989	0.10065	1	0.482162	-0.244465	0.841283	0.347775	0.261589	0.217528	1
2219	0.0399344	1.74137	0.10065	1	0.514572	-0.166365	0.841153	0.356942	0.27659	0.231827	1
2220	0.0403065	1.74293	0.10065	1	0.534334	-0.0842167	0.841067	0.366247	0.289174	0.241538	1
2221	0.0414104	1.74452	0.0999771	1	0.593438	-2.91256e-07	0.80488	0.24995	0.189082	0.159231	1
2222	0.0412733	1.74628	0.0999771	1	0.586157	0.0923839	0.804913	0.155349	0.110815	0.0937747	1
2223	0.0408654	1.74798	0.0999771	1	0.564489	0.182518	0.805009	0.0861029	0.0546472	0.0440797	1
2224	0.0401967	1.74961	0.0999771	1	0.52895	0.268186	0.805163	0.0386544	0.0201823	0.0141814	1
2225	0.0392836	1.7511	0.0999771	1	0.480391	0.347302	0.805361	0.0424093	0.0212483	0.0145056	1
2226	0.0381488	1.75244	0.0999771	1	0.419988	0.417941	0.805565	0.046664	0.0231534	0.0152085	1
2227	0.0368201	1.75358	0.0999771	1	0.349208	0.478299	0.805782	0.0471892	0.0234807	0.0154868	1
2228	0.0353302	1.7545	0.0999771	1	0.269803	0.526887	0.805976	0.053963	0.0250163	0.0183592	1
2229	0.0337158	1.75517	0.0999771	1	0.183681	0.56252	0.806122	0.0527779	0.0260187	0.0175116	1
2230	0.0320167	1.75558	0.0999771	1	0.092984	0.584255	0.806226	0.0552666	0.0270361	0.017642	1
2231	0.0302747	1.75572	0.0999771	1	-5.9441e-08	0.591547	0.80627	0.0536165	0.0258989	0.0176013	1
2232	0.0285326	1.75558	0.0999771	1	-0.0929841	0.584255	0.806226	0.0477394	0.0239955	0.0155083	1
2233	0.0268335	1.75517	0.0999771	1	-0.183681	0.562521	0.806122	0.0444732	0.0226947	0.0157101	1
2234	0.0252191	1.7545	0.0999771	1	-0.269803	0.526887	0.805976	0.0441488	0.0218671	0.0154539	1
2235	0.0237292	1.75358	0.0999771	1	-0.349208	0.478299	0.805782	0.0464126	0.0235618	0.0159963	1
2236	0.0224005	1.75244	0.0999771	1	-0.419988	0.417941	0.805565	0.0461568	0.0232359	0.0159963	1
2237	0.0212657	1.7511	0.0999771	1	-0.48039	0.347301	0.805361	0.0446192	0.0221739	0.0137021	1
2238	0.0203527	1.74961	0.0999771	1	-0.52895	0.268185	0.805164	0.0394422	0.0189925	0.0139605	1
2239	0.019684	1.74798	0.0999771	1	-0.56449	0.182514	0.805009	0.0270125	0.0141831	0.00978122	1
2240	0.019276	1.74628	0.0999771	1	-0.586157	0.0923785	0.804914	0.0211418	0.0109914	0.00823899	1
2241	0.0191389	1.74452	0.0999771	1	-0.593438	8.7258e-07	0.80488	0.0331773	0.0165235	0.0120116	1
2242	0.019276	1.74277	0.0999771	1	-0.586157	-0.092385	0.804913	0.102533	0.0487743	0.0337074	1
2243	0.019684	1.74107	0.0999771	1	-0.564489	-0.182518	0.805009	0.125188	0.0612461	0.0423114	1
2244	0.0203527	1.73944	0.0999771	1	-0.52895	-0.268186	0.805163	0.137769	0.0662537	0.0431454	1
2245	0.0212657	1.73795	0.0999771	1	-0.48039	-0.347303	0.805361	0.100982	0.0463942	0.0301991	1
2246	0.0224005	1.73661	0.0999771	1	-0.419998	-0.417932	0.805565	0.107205	0.0497092	0.0329326	1
2247	0.0237293	1.73547	0.0999771	1	-0.349207	-0.478304	0.805779	0.110084	0.05163	0.0334499	1
2248	0.0252192	1.73455	0.0999771	1	-0.269789	-0.526894	0.805976	0.119538	0.0592917	0.0403995	1
2249	0.0268335	1.73388	0.0999771	1	-0.183681	-0.562521	0.806121	0.157064	0.0776978	0.0512695	1
2250	0.0285327	1.73347	0.0999771	1	-0.092984	-0.584255	0.806226	0.165525	0.0802198	0.0528606	1
2251	0.0302747	1.73333	0.0999771	1	8.44063e-08	-0.591547	0.80627	0.169855	0.0812513	0.0536705	1
2252	0.0320167	1.73347	0.0999771	1	0.092984	-0.584255	0.806226	0.170012	0.0873135	0.0571844	1
2253	0.0337158	1.73388	0.0999771	1	0.183681	-0.56252	0.806122	0.165126	0.0842837	0.0514003	1
2254	0.0353302	1.73455	0.0999771	1	0.269803	-0.526886	0.805976	0.162742	0.0819128	0.0568243	1
